"carat","cut","color","clarity","depth","table","price","x","y","z"
1.51,"Very Good","I","SI1",61.6,58,9283,7.35,7.3,4.51
1.5,"Good","E","SI1",58.9,61,11179,7.43,7.5,4.4
0.74,"Premium","E","SI2",62.2,57,2002,5.79,5.77,3.59
0.7,"Ideal","J","VS1",62.8,56,2000,5.64,5.66,3.55
0.3,"Premium","D","IF",62.1,59,1130,4.27,4.29,2.66
0.9,"Very Good","G","SI1",63.8,57,3752,6.04,6.13,3.88
0.59,"Very Good","F","IF",62.8,56,2554,5.31,5.36,3.35
0.56,"Ideal","F","VVS2",61.9,56,2318,5.32,5.28,3.28
1.01,"Premium","D","VVS2",62.4,60,10221,6.31,6.36,3.95
0.72,"Very Good","G","VS2",63.3,57,2477,5.71,5.67,3.6
0.84,"Very Good","D","SI1",59.2,59,3809,6.18,6.21,3.67
0.8,"Fair","G","SI2",64.6,55,2318,5.86,5.75,3.75
0.7,"Premium","E","VS1",62.2,58,2826,5.66,5.6,3.5
1.01,"Premium","E","SI1",62.9,59,4853,6.38,6.3,3.99
1.14,"Ideal","H","VS2",61.1,57,7409,6.71,6.78,4.12
0.72,"Ideal","D","SI2",62.3,57,2457,5.8,5.75,3.6
0.54,"Ideal","F","VVS2",61.2,55,2216,5.25,5.27,3.22
0.77,"Good","D","SI2",63.8,58,2642,5.78,5.81,3.7
1.01,"Premium","F","SI2",63,60,3897,6.35,6.28,3.98
0.52,"Very Good","H","SI1",59.3,59,1175,5.25,5.28,3.12
0.31,"Ideal","F","VS2",61.9,55,757,4.37,4.39,2.71
0.73,"Ideal","G","VVS2",61,56,3783,5.82,5.86,3.56
0.32,"Premium","I","VS1",62.6,58,648,4.4,4.38,2.75
1.03,"Ideal","G","VVS2",61.6,56,9236,6.48,6.5,4
1.64,"Premium","E","SI2",61.9,61,8835,7.54,7.51,4.66
1.41,"Ideal","G","VS1",60.4,57,11009,7.22,7.31,4.39
0.43,"Premium","E","SI1",62.4,56,1016,4.83,4.79,3
0.83,"Good","H","SI2",63.9,56,2316,5.93,5.99,3.81
0.3,"Ideal","F","VS2",61.4,57,605,4.34,4.36,2.67
0.5,"Very Good","D","SI1",61,61,1436,5.08,5.11,3.11
0.53,"Ideal","D","VS2",61.8,57,1694,5.17,5.21,3.21
0.38,"Very Good","H","VS1",61.3,54,705,4.68,4.7,2.88
0.3,"Ideal","D","VVS2",61.7,57,814,4.33,4.36,2.68
0.32,"Ideal","E","VS2",62.1,56,900,4.41,4.38,2.73
0.56,"Premium","D","VS2",61.1,58,1963,5.3,5.34,3.25
0.38,"Ideal","G","SI2",61.7,56,587,4.64,4.67,2.87
0.52,"Ideal","D","VS2",61.8,57,1752,5.16,5.2,3.2
0.31,"Ideal","F","VS2",61.6,56,583,4.35,4.38,2.69
1.51,"Fair","D","SI1",64.1,60,9293,7.18,7.11,4.58
1,"Premium","I","VS1",60.3,62,3763,6.46,6.41,3.88
0.73,"Ideal","D","SI1",61.2,57,2947,5.79,5.81,3.55
0.71,"Ideal","D","SI2",61.5,56,2633,5.78,5.74,3.54
0.35,"Ideal","E","VS2",62.1,56,984,4.53,4.52,2.81
1.5,"Ideal","F","SI1",62,53,11405,7.32,7.29,4.53
0.71,"Ideal","G","VS1",61.5,55,3431,5.72,5.77,3.54
0.34,"Premium","G","VVS2",61.6,58,995,4.49,4.44,2.75
0.32,"Very Good","H","VS1",62.9,54,561,4.37,4.41,2.76
0.72,"Ideal","D","SI1",61.5,54,2804,5.77,5.8,3.56
0.7,"Good","D","SI1",61.6,62,2570,5.67,5.72,3.51
1.1,"Premium","H","SI2",62.2,58,4537,6.6,6.69,4.13
0.53,"Ideal","E","SI1",61.2,54,1303,5.21,5.25,3.2
0.3,"Good","H","SI1",63.8,55,432,4.2,4.26,2.7
0.57,"Ideal","F","SI1",61.4,57,1571,5.35,5.3,3.27
0.3,"Premium","I","VS1",61.7,59,608,4.3,4.26,2.64
0.9,"Good","F","SI2",63.1,58,3519,6.11,6.13,3.86
0.36,"Very Good","G","VS1",61.8,56,741,4.57,4.6,2.84
1.51,"Premium","G","VS2",62.5,59,12756,7.28,7.34,4.57
1.5,"Very Good","I","SI1",60.7,58,8475,7.34,7.4,4.47
0.71,"Very Good","F","SI1",61.9,57,2404,5.72,5.79,3.56
0.35,"Ideal","G","SI2",61.2,56,517,4.56,4.59,2.8
0.3,"Ideal","H","VVS2",61.9,54.5,631,4.31,4.35,2.68
0.31,"Ideal","D","VS2",62.9,55,942,4.34,4.31,2.72
1.35,"Ideal","J","VS2",61.8,54,6754,7.1,7.14,4.4
1.24,"Very Good","I","VS2",62.7,55,5836,6.82,6.87,4.29
0.4,"Good","E","SI2",63.5,56,622,4.68,4.71,2.98
1.1,"Ideal","I","SI2",61.7,56,3216,6.65,6.6,4.09
0.54,"Premium","F","VS2",58.2,60,1667,5.39,5.34,3.12
0.7,"Very Good","F","SI1",62.2,58,2230,5.66,5.69,3.53
0.5,"Very Good","H","VS1",62.5,59,1429,5.01,5.04,3.14
1.03,"Premium","J","SI2",62.8,58,3634,6.48,6.41,4.05
1.71,"Ideal","I","SI2",61.1,55,10438,7.78,7.73,4.74
0.37,"Premium","I","VVS1",62.4,58,681,4.55,4.58,2.85
0.39,"Very Good","G","VVS1",60.3,57,873,4.74,4.78,2.87
0.4,"Ideal","F","VVS1",61.7,56,1323,4.75,4.72,2.92
0.43,"Ideal","H","SI1",62.4,56,716,4.81,4.83,3.01
1.54,"Very Good","D","SI1",63,59,13196,7.31,7.35,4.62
0.34,"Ideal","E","VS1",61.8,56,1033,4.51,4.47,2.78
1.59,"Ideal","E","SI2",62.3,55,11149,7.48,7.52,4.67
0.73,"Ideal","E","SI2",60.4,56,2434,5.81,5.89,3.54
0.72,"Ideal","D","VS1",61.6,56,3554,5.8,5.73,3.55
0.34,"Fair","F","VVS1",55.2,59,1040,4.72,4.77,2.62
0.8,"Ideal","D","VS1",62.4,56,4619,5.94,5.98,3.72
0.4,"Ideal","F","SI2",62.8,55,597,4.7,4.73,2.96
0.32,"Premium","G","SI1",62.5,58,477,4.4,4.43,2.76
0.86,"Good","G","SI2",63.2,53,2647,6.06,6.1,3.84
0.45,"Very Good","G","VVS2",61.4,61,1105,4.89,4.95,3.02
0.32,"Ideal","G","VS1",61.3,55,645,4.42,4.46,2.72
0.32,"Ideal","E","VS2",62.3,56,900,4.41,4.38,2.74
1.01,"Very Good","F","SI2",62.8,58,4119,6.31,6.36,3.98
0.33,"Ideal","E","VVS1",61.5,57,984,4.44,4.47,2.74
1.04,"Very Good","G","VS2",61.4,63,5353,6.51,6.55,4.01
1.19,"Premium","H","SI1",61.2,60,5622,6.85,6.8,4.18
0.45,"Good","G","VS1",64.1,58.8,1127,4.79,4.86,3.09
0.3,"Good","G","VS1",63.5,58,565,4.21,4.26,2.69
0.3,"Good","G","VS1",63.3,56,565,4.28,4.31,2.72
1.5,"Good","H","SI2",63.6,58,7495,7.15,7.2,4.56
1.31,"Premium","G","VS2",61.3,58,9085,7.05,7.01,4.31
2.01,"Good","F","SI2",62.9,58,16013,7.89,8.01,5
1.22,"Premium","H","VS2",62.4,58,6934,6.84,6.79,4.25
0.77,"Very Good","G","VS1",62.8,58,2986,5.78,5.84,3.65
0.36,"Premium","H","VS2",60,62,729,4.62,4.58,2.76
1.21,"Very Good","F","VS1",62.3,58,10009,6.76,6.85,4.24
0.41,"Premium","D","VVS2",61.9,59,1181,4.78,4.75,2.95
0.9,"Very Good","H","VVS2",62.9,58,4186,6.1,6.15,3.85
0.34,"Premium","H","SI1",60.2,58,612,4.52,4.48,2.71
1.12,"Very Good","G","SI1",59.5,62,5088,6.76,6.81,4.04
0.3,"Ideal","G","VS1",61.4,55,673,4.38,4.32,2.67
0.81,"Ideal","G","SI2",61.6,56,2789,5.97,6.01,3.69
0.56,"Ideal","F","VVS2",60.3,56,2318,5.39,5.35,3.24
0.33,"Ideal","E","VS2",62.6,57,928,4.42,4.37,2.75
0.32,"Ideal","G","VS1",60.8,57,828,4.42,4.39,2.68
1.31,"Premium","J","SI1",60.3,62,4490,7.12,7.04,4.26
0.73,"Ideal","D","VS2",61.6,56,3464,5.78,5.82,3.57
1.45,"Very Good","F","VS2",62.6,58,11667,7.12,7.2,4.48
0.51,"Ideal","E","VS2",62.9,57,1662,5.11,5.07,3.2
0.72,"Very Good","H","SI1",61.5,56,2277,5.77,5.8,3.56
0.38,"Premium","F","SI2",61,61,770,4.67,4.61,2.83
0.41,"Premium","G","VVS1",59.7,60,1074,4.83,4.85,2.89
1,"Fair","E","SI2",55.4,62,3011,6.63,6.59,3.66
0.7,"Good","D","SI2",58.3,60,2242,5.81,5.89,3.41
0.33,"Ideal","E","VVS2",61,54,950,4.52,4.49,2.75
0.35,"Ideal","F","SI1",62.4,55,583,4.52,4.55,2.83
1.02,"Premium","H","VS2",61.7,58,5426,6.45,6.41,3.97
1.12,"Very Good","I","SI2",61.2,59,4533,6.69,6.74,4.11
1.3,"Very Good","J","VS2",61.6,56,5832,7.02,7.07,4.34
0.37,"Premium","G","VS2",59.3,60,833,4.71,4.67,2.78
0.96,"Good","H","VS1",63.9,54,4456,6.27,6.22,3.99
0.32,"Premium","D","SI1",60.4,58,589,4.44,4.47,2.69
0.71,"Premium","G","VS2",59.8,56,2766,5.89,5.81,3.5
1.2,"Premium","F","I1",62.9,58,2360,6.86,6.79,4.29
0.5,"Premium","E","SI1",62.3,60,1155,5.16,5.08,3.19
0.32,"Ideal","H","VS2",61.2,55,523,4.41,4.45,2.71
0.71,"Very Good","D","SI2",60.2,58,2519,5.76,5.8,3.48
0.75,"Ideal","G","VVS2",62.2,56,3879,5.78,5.82,3.61
0.32,"Ideal","H","VVS1",62.1,54,936,4.42,4.4,2.74
0.3,"Premium","G","VS2",60.6,60,675,4.34,4.3,2.62
0.42,"Ideal","I","SI1",62.3,54,654,4.82,4.84,3.01
1.5,"Very Good","E","SI2",62.2,58,8291,7.31,7.35,4.56
1,"Good","E","SI1",64.2,58,5061,6.25,6.28,4.02
0.41,"Premium","H","SI1",61.7,60,683,4.71,4.75,2.92
0.4,"Premium","E","VVS1",61.4,59,1397,4.74,4.68,2.89
1.52,"Very Good","G","VS2",62.8,54,12359,7.26,7.36,4.59
1,"Premium","F","SI2",59.8,58,3640,6.53,6.48,3.89
0.41,"Ideal","F","VS2",62.7,56,863,4.72,4.78,2.98
0.31,"Good","G","SI1",63.6,57,593,4.33,4.29,2.74
0.7,"Very Good","J","VS2",62,59,1907,5.61,5.65,3.49
0.24,"Very Good","F","VVS1",61.8,58,478,3.95,3.98,2.45
1.2,"Ideal","G","VS1",62.4,57,8596,6.74,6.82,4.23
0.32,"Ideal","D","VS2",61.3,56,719,4.4,4.44,2.71
0.33,"Very Good","G","VVS1",61.4,60,868,4.39,4.44,2.71
0.5,"Ideal","D","SI2",61.6,57,1332,5.13,5.1,3.15
0.53,"Ideal","F","VS2",62.3,55,1683,5.2,5.17,3.23
0.31,"Good","E","VS2",59.1,56,651,4.41,4.46,2.62
0.74,"Very Good","D","SI2",63.1,58,2713,5.69,5.79,3.62
1.18,"Premium","H","SI1",61.6,59,6159,6.82,6.72,4.17
0.71,"Ideal","J","SI1",60.7,61,2001,5.72,5.77,3.49
1.59,"Ideal","J","SI1",62.4,55,8176,7.45,7.48,4.66
0.7,"Good","D","VS2",57.7,60,3082,5.83,5.86,3.37
0.7,"Very Good","H","VS1",62.8,58,2389,5.59,5.69,3.54
0.31,"Ideal","G","VS1",60.6,58,587,4.39,4.42,2.67
0.32,"Ideal","G","IF",61,57,918,4.44,4.48,2.72
1.01,"Good","E","SI2",63.9,55,4440,6.38,6.33,4.08
0.72,"Very Good","F","VS2",62.5,58,2832,5.71,5.75,3.58
0.4,"Premium","G","VVS2",58.9,58,1050,4.84,4.8,2.84
1.1,"Very Good","F","VS2",62,59,6708,6.56,6.6,4.08
0.56,"Ideal","I","SI1",61.3,56,1343,5.28,5.31,3.25
1,"Premium","D","SI1",60.3,60,5645,6.31,6.26,3.79
0.35,"Ideal","G","VS1",61.9,55,906,4.53,4.52,2.8
0.81,"Ideal","I","SI1",62.5,57,2439,5.98,5.92,3.72
0.23,"Very Good","E","VVS1",62.4,54,583,3.95,3.98,2.47
0.9,"Fair","I","SI2",65.3,57,2536,5.98,5.93,3.89
1.24,"Fair","H","SI2",65,54,5208,6.76,6.73,4.38
0.7,"Fair","E","VS2",65.7,55,2437,5.45,5.51,3.6
1.25,"Premium","J","VS1",60.9,59,5156,6.9,6.92,4.21
0.31,"Ideal","H","VS2",62.1,55,513,4.34,4.36,2.7
0.41,"Ideal","G","IF",62.4,54,1259,4.77,4.82,2.99
0.32,"Very Good","F","VVS1",59.4,59,886,4.45,4.47,2.65
1.51,"Ideal","H","SI1",62.8,55,10502,7.32,7.29,4.59
1.1,"Premium","E","VVS2",60.1,58,10387,6.69,6.76,4.04
0.23,"Very Good","D","VS1",61.5,58,611,3.93,3.98,2.43
0.7,"Premium","G","VS1",62.6,60,2535,5.66,5.58,3.52
1.03,"Premium","E","VS2",60,59,6460,6.6,6.54,3.94
1.52,"Very Good","H","SI1",63.4,55,9780,7.25,7.3,4.61
0.39,"Ideal","E","VS1",60.2,56,1123,4.79,4.78,2.88
1.01,"Very Good","E","SI1",59.5,57,5534,6.56,6.62,3.92
1.8,"Ideal","F","SI1",61.4,54,16340,7.86,7.82,4.81
0.56,"Ideal","E","VS2",61.7,54,1819,5.28,5.35,3.28
0.96,"Premium","I","VS2",60.6,60,3876,6.4,6.47,3.9
0.52,"Ideal","E","VS2",61.4,54,1576,5.2,5.23,3.2
0.34,"Ideal","F","VS2",62.2,55,641,4.47,4.5,2.79
1,"Very Good","G","VVS2",61.6,61,7623,6.35,6.38,3.92
1.53,"Premium","G","VS1",61,60,14214,7.4,7.43,4.52
0.83,"Ideal","D","VS2",62,54.9,4378,6.03,6.04,3.74
0.44,"Ideal","E","VS2",62.4,57,1003,4.88,4.9,3.05
0.3,"Premium","H","VVS1",62.3,58,684,4.29,4.32,2.68
0.73,"Ideal","J","SI1",61.8,56,1877,5.78,5.81,3.58
0.4,"Ideal","H","IF",62.7,57,1158,4.68,4.7,2.94
0.93,"Fair","I","VS2",64.7,58,3258,6.09,6.06,3.93
0.31,"Ideal","E","VVS2",61,56,816,4.39,4.43,2.69
1.23,"Very Good","D","SI2",62.3,58,6710,6.78,6.81,4.23
1,"Good","H","SI1",57.5,62,4788,6.51,6.47,3.73
0.5,"Premium","D","SI1",62.8,58,1610,5.06,5.03,3.17
0.74,"Premium","G","VS1",62.9,60,2800,5.74,5.68,3.59
0.31,"Premium","I","SI1",62.3,58,537,4.38,4.35,2.72
0.31,"Very Good","F","VVS1",62.4,57,897,4.3,4.32,2.69
0.72,"Ideal","E","SI2",62.4,57,2355,5.73,5.77,3.59
0.41,"Premium","E","VS1",62,60,1153,4.78,4.74,2.95
1.21,"Premium","J","SI1",59.7,60,4574,6.93,6.9,4.13
1.22,"Ideal","I","SI1",61.7,55.2,6062,6.84,6.9,4.24
0.81,"Ideal","H","SI1",61.9,56,3514,5.92,5.97,3.68
0.51,"Ideal","H","VVS2",61.6,55,1877,5.11,5.14,3.16
0.9,"Premium","E","SI1",62.2,59,4259,6.21,6.16,3.88
0.72,"Ideal","G","VS2",62,56,2383,5.75,5.79,3.58
1.03,"Premium","H","VS2",61,58,5579,6.53,6.46,3.96
0.5,"Ideal","E","VS1",62.3,55,1603,5.09,5.12,3.18
0.28,"Ideal","I","VS1",62,56,503,4.2,4.24,2.62
0.51,"Ideal","G","VVS2",61.8,56,2197,5.11,5.15,3.16
2.01,"Premium","G","SI1",62.3,61,16242,7.96,7.89,5.02
2.11,"Ideal","I","VS2",60.3,61,16512,8.29,8.22,4.98
0.31,"Ideal","F","IF",62,56,1046,4.36,4.32,2.69
0.7,"Ideal","F","SI1",60.6,56,2551,5.72,5.79,3.49
0.33,"Very Good","H","VS1",62.9,59,579,4.35,4.4,2.75
1,"Very Good","F","SI2",62.2,55,4383,6.39,6.44,3.99
1.13,"Ideal","H","VS2",62,55,4708,6.68,6.65,4.13
0.4,"Premium","G","IF",60.8,58,1397,4.77,4.73,2.89
0.7,"Premium","I","VVS1",61.2,59,2536,5.69,5.65,3.47
1.16,"Premium","H","SI1",61.2,57,5554,6.84,6.76,4.16
1.01,"Good","F","SI1",65.5,58,4369,6.11,6.25,4.05
2.11,"Fair","I","SI1",67.2,60,15282,7.86,7.8,5.26
1.01,"Good","F","VS1",59,62,6794,6.56,6.6,3.88
1.07,"Good","F","SI1",63.4,56,5561,6.51,6.52,4.13
2.01,"Premium","J","SI2",62.8,58,12407,8.09,8,5.05
0.32,"Ideal","D","VS2",62.7,54,758,4.36,4.38,2.74
0.71,"Very Good","F","VS2",62.2,56,2662,5.7,5.72,3.55
0.91,"Premium","G","SI1",62.5,56,3262,6.3,6.18,3.9
0.57,"Premium","E","SI1",59.4,58,1613,5.42,5.38,3.21
1.51,"Premium","D","SI1",59.6,58,12738,7.51,7.48,4.47
0.39,"Premium","E","VS2",60.9,60,1121,4.71,4.68,2.86
0.32,"Very Good","J","SI1",61.6,58,374,4.36,4.4,2.7
1.23,"Premium","G","VS1",59.6,60,8293,6.99,6.94,4.15
1.11,"Premium","H","VS2",62,59,5395,6.66,6.59,4.11
1.81,"Very Good","I","VS1",59.9,61,14177,7.85,7.91,4.72
1.7,"Ideal","I","VS1",62.2,55,12737,7.67,7.63,4.76
1.52,"Ideal","H","VS2",61.8,54,11379,7.42,7.43,4.59
1.09,"Very Good","E","SI2",63.1,58,3418,6.51,6.46,4.09
0.31,"Ideal","G","VVS1",62.4,56,772,4.33,4.36,2.71
0.4,"Very Good","F","SI2",62.6,53,579,4.7,4.75,2.96
0.46,"Ideal","H","SI1",61.2,56,1039,4.99,5.04,3.07
1.55,"Ideal","I","VS1",61.9,55,11067,7.46,7.43,4.61
1.22,"Very Good","H","VS1",58.9,59,7152,6.96,7.02,4.12
2,"Ideal","F","I1",60.3,56,10494,8.16,8.27,4.94
0.7,"Premium","F","VS1",59,59,2874,5.79,5.77,3.41
0.59,"Premium","I","IF",61.2,58,1866,5.38,5.41,3.3
1.57,"Premium","H","VS1",59.8,60,11272,7.63,7.56,4.54
0.3,"Premium","H","VS2",62.5,58,608,4.28,4.26,2.67
1.12,"Ideal","I","VS2",62.8,55,4986,6.69,6.66,4.19
1.2,"Very Good","D","SI2",63.1,57,5373,6.68,6.75,4.24
0.55,"Premium","E","SI1",62.4,57.6,1630,5.23,5.28,3.27
0.73,"Fair","H","I1",66.2,56,1104,5.62,5.46,3.69
1.33,"Ideal","H","SI1",62.7,56,7088,6.99,7.04,4.4
0.7,"Very Good","G","SI2",58.2,63,1966,5.82,5.79,3.38
1.12,"Ideal","G","VS1",62.5,54,8394,6.65,6.69,4.17
1.5,"Good","J","SI1",59.1,64,6687,7.32,7.43,4.36
0.72,"Ideal","I","VS2",61.7,56,2650,5.75,5.8,3.56
1.01,"Good","E","SI1",63.1,60,4912,6.34,6.37,4.01
0.37,"Premium","G","SI1",62.1,60,708,4.61,4.54,2.84
1.01,"Fair","F","VS2",65.5,62,5501,6.19,6.23,4.07
0.31,"Premium","D","VVS1",61.2,59,1075,4.38,4.35,2.67
1.52,"Ideal","I","VS1",60.7,60,10392,7.4,7.42,4.5
0.51,"Premium","G","SI2",58.6,59,1026,5.3,5.25,3.09
0.83,"Very Good","H","VS2",61.7,59,3249,5.95,6.02,3.69
0.52,"Ideal","G","VVS2",60.8,57,1878,5.2,5.17,3.15
1.04,"Ideal","F","SI1",59.9,56,4403,6.64,6.58,3.96
1,"Premium","G","VS1",62.4,59,6606,6.35,6.4,3.98
0.7,"Good","I","VS1",64.4,60,2271,5.51,5.58,3.57
0.76,"Ideal","D","VS2",61.8,55,3401,5.85,5.89,3.63
1.54,"Premium","I","SI2",60.1,61,7727,7.46,7.41,4.47
0.31,"Ideal","F","IF",61.3,55,914,4.38,4.43,2.7
0.57,"Ideal","F","SI2",61,56,1397,5.37,5.32,3.26
0.91,"Premium","D","SI2",62,62,3403,6.25,6.16,3.85
0.8,"Very Good","F","SI1",63.5,55,2914,5.86,5.89,3.73
0.7,"Premium","H","SI1",62.7,59,2020,5.68,5.63,3.55
0.71,"Ideal","F","VS1",61.5,57,2839,5.74,5.71,3.52
0.7,"Very Good","G","VVS2",60,60,3235,5.78,5.85,3.49
0.54,"Ideal","D","VS2",61.1,56,1993,5.29,5.25,3.22
1.67,"Premium","I","VS1",61.1,58,11400,7.69,7.6,4.67
0.44,"Premium","D","SI1",61.9,59,849,4.86,4.9,3.02
0.52,"Ideal","D","VS2",62.6,55,1822,5.12,5.14,3.21
1.67,"Ideal","F","SI2",62.4,54,11341,7.6,7.63,4.75
0.78,"Ideal","F","VS2",62.3,56,3531,5.91,5.88,3.67
0.54,"Premium","G","SI1",61.1,57,1241,5.27,5.21,3.2
0.73,"Ideal","J","VS2",62.8,55,2054,5.69,5.72,3.58
0.73,"Ideal","D","VS2",61.8,54,3319,5.89,5.92,3.65
0.31,"Fair","F","SI1",64.7,56,618,4.28,4.25,2.76
0.35,"Premium","I","VS1",61.8,58,552,4.5,4.53,2.79
0.42,"Ideal","D","VS1",61.5,54,1179,4.79,4.84,2.96
0.7,"Ideal","J","VS2",61.9,57,1974,5.65,5.69,3.51
2.2,"Ideal","H","SI2",60,58,16530,8.47,8.5,5.09
1.01,"Very Good","H","VS2",63.2,58,5260,6.34,6.26,3.98
1.16,"Premium","H","SI1",61.2,58,5454,6.76,6.81,4.15
2,"Fair","G","VS2",67.6,58,18515,7.65,7.61,5.16
0.59,"Ideal","D","SI2",61.1,56,1419,5.4,5.44,3.31
1.01,"Good","H","SI1",62.9,57,4496,6.27,6.36,3.97
0.43,"Ideal","H","IF",62.2,55,1304,4.87,4.84,3.02
0.54,"Ideal","E","VS1",61,56,2041,5.35,5.24,3.23
0.61,"Very Good","G","VS2",62,57,1861,5.44,5.47,3.38
0.32,"Ideal","G","VVS2",62,55,730,4.4,4.44,2.74
1.02,"Ideal","E","VS1",62.2,54,8303,6.43,6.46,4.01
2.01,"Good","I","VS2",62.4,62,16304,7.91,7.99,4.96
0.31,"Ideal","E","VS2",61.6,57,872,4.38,4.35,2.69
0.71,"Premium","F","SI1",60.2,60,2345,5.79,5.71,3.46
1.51,"Premium","E","SI1",58.6,62,12655,7.58,7.53,4.43
0.3,"Ideal","F","VS2",62.3,53.5,601,4.27,4.32,2.68
1.89,"Ideal","J","VS1",62,56,12674,7.93,7.98,4.93
1.13,"Premium","G","IF",61.2,59,9698,6.78,6.71,4.13
0.31,"Ideal","E","IF",60.4,56,1188,4.43,4.38,2.66
0.35,"Ideal","D","VS2",62.4,55,829,4.48,4.52,2.81
2.16,"Very Good","G","SI2",62.6,55,15166,8.2,8.25,5.14
1.16,"Ideal","H","VS1",62.4,56,7175,6.71,6.73,4.19
0.28,"Very Good","D","VS1",61.7,58,487,4.19,4.24,2.6
1.03,"Good","D","SI2",63.8,54,3607,6.36,6.3,4.04
0.6,"Very Good","E","VS1",60,58,2270,5.5,5.56,3.32
0.32,"Ideal","D","VS2",61.8,55,657,4.41,4.43,2.73
0.73,"Ideal","D","SI2",62.4,56,2504,5.72,5.75,3.58
0.57,"Ideal","H","VS1",61.3,55.1,1720,5.34,5.42,3.29
1.52,"Premium","F","VS2",60.9,61,13919,7.46,7.28,4.49
0.7,"Good","H","SI1",61.9,62,2088,5.57,5.61,3.46
0.71,"Very Good","G","SI1",60,59,2711,5.76,5.8,3.47
0.52,"Very Good","F","VS1",61.7,56,1778,5.14,5.17,3.18
0.5,"Very Good","F","VS2",62.7,56,1396,5.04,5.07,3.17
0.9,"Very Good","H","VVS1",62.3,59,4977,6.09,6.15,3.81
0.9,"Premium","D","SI2",62.7,59,3205,6.2,6.14,3.87
1.03,"Very Good","D","VS2",63.3,57,7102,6.39,6.44,4.06
0.83,"Ideal","G","SI1",62.1,57,3044,6.03,5.95,3.72
0.79,"Good","D","SI2",63.9,56,2539,5.89,5.84,3.75
1.52,"Good","I","SI1",64.1,57,8852,7.26,7.21,4.64
1.51,"Premium","F","VS1",60,60,16551,7.42,7.39,4.44
1.01,"Ideal","G","SI1",63.1,53,5430,6.36,6.42,4.03
0.79,"Ideal","E","SI1",61.9,55,3256,5.97,5.89,3.67
0.31,"Ideal","G","IF",61.6,55,924,4.34,4.39,2.69
1,"Very Good","E","VVS2",59.1,58,9815,6.5,6.57,3.86
0.32,"Very Good","F","VS1",62.3,55,696,4.38,4.42,2.74
1.02,"Ideal","G","VVS2",62.7,57,8401,6.41,6.45,4.03
0.38,"Ideal","G","SI2",61.2,56,602,4.7,4.74,2.89
1.13,"Premium","I","VS2",62.4,59,4964,6.63,6.58,4.12
0.92,"Very Good","E","SI2",62.1,58,4011,6.18,6.22,3.85
0.36,"Very Good","H","IF",61.6,56,865,4.57,4.62,2.83
0.9,"Very Good","G","IF",63.1,58,5670,6.18,6.09,3.87
0.3,"Premium","G","VS1",62.3,59,776,4.3,4.27,2.67
1,"Ideal","E","SI2",62.2,52,4808,6.42,6.47,4.01
1.03,"Ideal","G","SI2",61.7,55,4391,6.48,6.52,4.01
1.58,"Ideal","H","VS2",62.7,56,11365,7.44,7.39,4.65
1.04,"Ideal","G","VVS1",62.8,56,7738,6.49,6.45,4.06
0.71,"Ideal","G","SI1",60.6,57,2233,5.72,5.8,3.49
0.51,"Ideal","E","SI2",62.7,53,1177,5.09,5.12,3.2
0.31,"Ideal","G","VVS1",62.5,56,772,4.29,4.34,2.69
0.9,"Very Good","F","SI1",62.7,59,4119,6.12,6.16,3.85
0.35,"Ideal","E","SI1",61.2,57,614,4.52,4.56,2.78
1.04,"Premium","H","VS2",59.6,58,5344,6.63,6.55,3.93
0.4,"Good","F","IF",63.5,58,1404,4.69,4.7,2.98
0.34,"Ideal","I","IF",62.2,53.5,668,4.5,4.52,2.8
0.4,"Very Good","F","VVS1",61.9,59,1111,4.71,4.75,2.93
0.3,"Ideal","H","IF",60.8,56,1013,4.37,4.35,2.65
0.37,"Very Good","E","SI1",60.6,54,649,4.63,4.68,2.82
0.5,"Ideal","E","VS2",62.2,56,1629,5.12,5.11,3.18
0.7,"Very Good","H","VVS1",60.5,60,2788,5.74,5.77,3.48
0.9,"Good","E","SI2",63.4,62,3139,6,6.02,3.81
0.83,"Very Good","G","SI2",61.6,57,2725,6.02,6.06,3.72
0.3,"Ideal","H","VS2",61.4,55,491,4.34,4.36,2.67
0.38,"Premium","F","VS1",62.7,57,1101,4.71,4.64,2.93
0.91,"Ideal","H","VS1",60.8,58,4939,6.27,6.32,3.83
0.71,"Premium","H","SI1",62.4,59,2112,5.65,5.6,3.51
0.4,"Premium","H","VS2",59.1,61,945,4.84,4.81,2.85
0.33,"Premium","H","VS2",62.4,58,668,4.42,4.39,2.75
0.71,"Very Good","F","SI2",63.4,57,2266,5.7,5.63,3.59
0.3,"Very Good","H","SI1",62.6,58,421,4.22,4.28,2.66
1.2,"Ideal","I","SI2",62.5,56,3931,6.8,6.7,4.22
2.23,"Premium","I","VS2",61.2,58,18149,8.43,8.36,5.14
0.57,"Premium","I","SI2",62.1,57,1097,5.33,5.29,3.3
1.19,"Ideal","F","VVS2",60.8,57,10748,6.85,6.83,4.16
0.9,"Good","E","SI2",64.1,58,3595,6.04,6.09,3.89
0.39,"Ideal","F","VS2",62.1,53,828,4.73,4.77,2.95
1.01,"Fair","F","SI1",65.5,57,4634,6.12,6.22,4.04
1.03,"Premium","H","SI1",62.4,58,4274,6.5,6.42,4.03
0.46,"Fair","I","VS1",65.6,57,972,4.85,4.82,3.17
1.01,"Premium","E","SI1",62.4,59,5430,6.38,6.35,3.97
0.94,"Premium","E","SI2",62.4,58,4098,6.26,6.33,3.93
